CODE_PARAMETRE;NOM_PARAMETRE;STATUT_PARAMETRE;NOM_PARAMETRE_COURT;NOM_PARAMETRE_LONG;CLASSE_1;CLASSE_2;CLASSE_3;CLASSE_4;USAGE_1;USAGE_2;USAGE_3;USAGE_4;REGLEMENT_1;REGLEMENT_2;REGLEMENT_3;REGLEMENT_4;PARAMETRE_ADES;CODE_UNITE_ADES;LIBELLE_UNITE_ADES
1827;Code gelé en 1999 (Aldicarbe sulfoxyde);Gelé;Code gelé;Code gelé (Aldicarbesulf);;;;;;;;;;;;;oui;133;microgramme par litre
1828;Code gelé en 1999 (Aldicarbe sulfoné);Gelé;Code gelé;Code gelé (Aldicarbesulf);;;;;;;;;;;;;oui;133;microgramme par litre
1829;Isofenphos;Validé;Isofenphos;Isofenphos;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1830;Atrazine déisopropyl déséthyl;Validé;DeDIA;Atrazine déisopropyl désé;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Métabol;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;"Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout; Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM";"Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout_Liste_A; Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout_Pesticide; Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM_Liste_A";oui;133;microgramme par litre
1831;Simazine-hydroxy;Validé;Simazine-h;Simazine-hydroxy;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Métabol;;;;;;oui;133;microgramme par litre
1832;2-hydroxy atrazine;Validé;2OHAtrazi;2-hydroxy atrazine;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Métabol;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;"Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout; Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM";"Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout_Liste_A; Micropolluants_Analyse_Régulière_Etat_Chimique_Eaux_Sout_Pesticide; Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM_Liste_A";oui;133;microgramme par litre
1833;Haloxyfop-éthoxyéthyl;Validé;Haloxyfop-;Haloxyfop-éthoxyéthyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1834;Dichloropropène-1,3 cis;Validé;13DCPropnC;cis-1,3- dichloropropène;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;Paramètres classés par usage;Phytosanitaires;Nématicides;;;;;;oui;133;microgramme par litre
1835;Dichloropropène-1,3 trans;Validé;13DCPropnT;trans-1,3-dichloropropène;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;Paramètres classés par usage;Phytosanitaires;Nématicides;;;;;;oui;133;microgramme par litre
1836;Isobutylbenzene;Validé;IsobutylBz;Isobutylbenzene;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
1837;N-propylbenzène;Validé;N-propylbe;N-propylbenzène;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
1838;Benzo(b)chrysène;Validé;Benzo(b)ch;Benzo(b)chrysène;Paramètres classés par classe;Chimique;Micropolluants organiques;HAP (Hydrocarbures aromatiques, polycycliques, pyrolytiques et dérivés);;;;;;;;;oui;133;microgramme par litre
1839;Code gelé en 2005 (Triméthylbenzène-1,2,3);Gelé;Code gelé;Code gelé (Triméthylbenz);;;;;;;;;;;;;oui;133;microgramme par litre
1840;Flamprop-isopropyl;Validé;Flamprop-i;Flamprop-isopropyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1841;Carbone Organique;Validé;C Orga;Carbone Organique;Paramètres classés par classe;Chimique;Indices globaux (AOX, DCO,…);;;;;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Régulière_Etat_Chimique_Eaux_Sout;;oui;163;milligramme de carbone par litre
1842;Salinité;Validé;Salinité;Salinité;Paramètres classés par classe;Physique;;;;;;;;;;;oui;X;Sans objet
1843;Fenfurame;Validé;Fenfurame;Fenfurame;Paramètres classés par classe;Chimique;Micropolluants organiques;Amides (hors acéta);Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1844;Diméthylarsinate de sodium;Validé;Diméthylar;Diméthylarsinate de Na;Paramètres classés par classe;Chimique;Organométalliques;;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1845;N-Nitrosodiéthylamine;Validé;N-Nitroso;N-Nitrosodiéthylamine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
1846;N-Nitrosodiphénylamine;Validé;N-Nitrosod;N-Nitrosodiphénylamine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);;;;;;;;;oui;133;microgramme par litre
1847;Phosphate de tributyle;Validé;Tributyl P;Phosphate de tributyle;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;;;;;;;;;oui;133;microgramme par litre
1848;Oxychlordane;Validé;Oxychlorda;Oxychlordane;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Métabol;;;;;;oui;133;microgramme par litre
1849;Péroxyde d'hydrogène;Validé;Péroxyde;Péroxyde d'hydrogène;Paramètres classés par classe;Chimique;Autres éléments minéraux;;Paramètres classés par usage;Phytosanitaires;"Bactéricides; Fongicides";;;;;;oui;133;microgramme par litre
1850;Oxamyl;Validé;Oxamyl;Oxamyl;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides; Nématicides";;;;;;oui;133;microgramme par litre
1851;Di (2-éthylhexyl) adipate;Validé;DEHAdip;Di (2-éthylhexyl) adipate;Paramètres classés par classe;Chimique;Micropolluants organiques;Phtalates;;;;;;;;;oui;133;microgramme par litre
1852;Dichloromonofluorométhane;Validé;2ClFMethan;Dichloromonofluorométhane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1853;Chloroéthane;Validé;Chloroétha;Monochloroéthane;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1854;Trichloropropane-1,2,3;Validé;TCP-1,2,3;Trichloropropane-1,2,3;Paramètres classés par classe;Chimique;Micropolluants organiques;COHV, solvants chlorés, fréons;;;;;;;;;oui;133;microgramme par litre
1855;N-butylbenzène;Validé;n-Butylben;n-Butylbenzène;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
1856;P-cymène;Validé;P-cymène;P-cymène;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
1857;Trimethylbenzene-1,2,3;Validé;TMB-1,2,3;Triméthylbenzène-1,2,3;Paramètres classés par classe;Chimique;Micropolluants organiques;Benzène et dérivés;;;;;;;;;oui;133;microgramme par litre
1858;Vernolate;Validé;Vernolate;Vernolate;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1859;Bromadiolone;Validé;Bromadiolo;Bromadiolone;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Rodenticides;;;;;;oui;133;microgramme par litre
1860;Bromuconazole;Validé;Bromuconaz;Bromuconazole;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1861;Bupirimate;Validé;Bupirimate;Bupirimate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1862;Buprofézine;Validé;Buprofézin;Buprofézine;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;;;;;oui;133;microgramme par litre
1863;Cadusafos;Validé;Cadusafos;Cadusafos;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;"Insecticides; Nématicides";;;;;;oui;133;microgramme par litre
1864;Carbosulfan;Validé;Carbosulfa;Carbosulfan;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1865;Chinométhionate;Validé;Chinométhi;Chinométhionate;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;"Acaricides; Fongicides; Mitic";;;;;;oui;133;microgramme par litre
1866;Chlordécone;Validé;Képone;Chlordécone;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_DOM_Liste_A;oui;133;microgramme par litre
1867;Chlorthal;Validé;Chlorthal;Chlorthal;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1868;Clofentézine;Validé;Clofentézi;Clofentézine;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Acaricides;;;;;;oui;133;microgramme par litre
1869;Dazomet;Validé;Dazomet;Dazomet;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;"Fongicides; Herbicides; Insecticides; Nématicides";;;;;;oui;133;microgramme par litre
1870;Diméfuron;Validé;Diméfuron;Dimefuron;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1871;Diniconazole;Validé;Diniconazo;Diniconazole;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1872;Code gelé en 2000 (EPTC);Gelé;Code gelé;Code gelé (EPTC);;;;;;;;;;;;;oui;133;microgramme par litre
1873;EPN;Validé;EPN;EPN;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;;;;;oui;133;microgramme par litre
1874;Ethiofencarbe;Validé;Ethiophenc;Ethiophencarbe;Paramètres classés par classe;Chimique;Micropolluants organiques;Carbamates;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1875;Hexaflumuron;Validé;Hexaflumur;Hexaflumuron;Paramètres classés par classe;Chimique;Micropolluants organiques;Organochlorés;Paramètres classés par usage;Phytosanitaires;Insecticides;;;;;;oui;133;microgramme par litre
1876;Hexythiazox;Validé;Hexythiazo;Hexythiazox;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Acaricides;;;;;;oui;133;microgramme par litre
1877;Imidaclopride;Validé;Imidaclopr;Imidaclopride;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Insecticides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photograph_Etat_Chimique_Eaux_Sout_Métropole_et_DOM;Par_Analyse_Photograph_Etat_Chimique_Eaux_Sout_Métropole_et_DOM_Liste_A;oui;133;microgramme par litre
1878;Mépronil;Validé;Mépronil;Mepronil;Paramètres classés par classe;Chimique;Micropolluants organiques;Amides (hors acéta);Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1879;Metconazole;Validé;Metconazol;Metconazole;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Fongicides;;Paramètres classés par textes réglementaires;Arrêté du 7 août 2015_surveillance de l'état des eaux;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole;Par_Analyse_Photographique_Etat_Chimique_Eaux_Sout_Métropole_Liste_A;oui;133;microgramme par litre
1880;Monocrotophos;Validé;Monocrotop;Monocrotophos;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;;;;;oui;133;microgramme par litre
1881;Myclobutanil;Validé;Myclobutan;Myclobutanil;Paramètres classés par classe;Chimique;Micropolluants organiques;Triazines et métabolites;Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1882;Nicosulfuron;Validé;Nicosulfur;Nicosulfuron;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
1883;Nuarimol;Validé;Nuarimol;Nuarimol;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1884;PCB 128;Validé;PCB 128;PCB 128;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;133;microgramme par litre
1885;PCB 149;Validé;PCB 149;PCB 149;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;133;microgramme par litre
1886;PCB 31;Validé;PCB 31;PCB 31;Paramètres classés par classe;Chimique;Micropolluants organiques;PCB (arochlors), PCT, Dioxines, Furanes (PCDD, PCDF);;;;;;;;;oui;133;microgramme par litre
1887;Pencycuron;Validé;Pencycuron;Pencycuron;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;Paramètres classés par usage;Phytosanitaires;Fongicides;;;;;;oui;133;microgramme par litre
1888;Pentachlorobenzene;Validé;PentaClBz;Pentachlorobenzene;Paramètres classés par classe;Chimique;Micropolluants organiques;Chlorobenzène et mono-aromatiques halogénés;Paramètres classés par usage;Phytosanitaires;Métabol;;;;;;oui;133;microgramme par litre
1889;Profenofos;Validé;Profenofos;Profenofos;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;;;;;oui;133;microgramme par litre
1890;Pyridabène;Validé;Pyridabène;Pyridabène;Paramètres classés par classe;Chimique;Micropolluants organiques;Divers (autres organiques);Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;;;;;oui;133;microgramme par litre
1891;Quinalphos;Validé;Quinalphos;Quinalphos;Paramètres classés par classe;Chimique;Micropolluants organiques;Organophosphorés;Paramètres classés par usage;Phytosanitaires;"Acaricides; Insecticides";;;;;;oui;133;microgramme par litre
1892;Rimsulfuron;Validé;Rimsulfuro;Rimsulfuron;Paramètres classés par classe;Chimique;Micropolluants organiques;Urées et métabolites;Paramètres classés par usage;Phytosanitaires;Herbicides;;;;;;oui;133;microgramme par litre
